Stock,Name,Sector,Cap,Pattern,TF,Date,Status,Breakout_Zone,CMP,Upside_%,Quality,Vol_Surge,CANSLIM,Reco,Window
DELHIVERY,Delhivery Limited,Industrials,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,30.84,28.45,8.4,-0.003,2.35,6,WATCH — await breakout,120
TATAELXSI,Tata Elxsi Limited,Technology,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,684.65,714.75,-4.21,-0.003,0.31,6,WATCH — await breakout,80
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,1014.95,1218.0,-16.67,-0.004,0.46,6,WATCH — await breakout,60
SENCO,Senco Gold Limited,Consumer Cyclical,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,1565.5,1557.0,0.55,-0.006,0.52,6,WATCH — await breakout,40
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,2245.9,2043.2,9.92,-0.008,0.57,6,WATCH — await breakout,60
SENCO,Senco Gold Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1557.0,1557.0,0.0,-0.012,0.82,6,WATCH — await breakout,20
GOCLCORP,GOCL Corporation Limited,Basic Materials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,413.27,445.6,-7.26,-0.014,0.38,6,WATCH — await breakout,60
DELHIVERY,Delhivery Limited,Industrials,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,28.88,28.45,1.51,-0.015,3.84,6,WATCH — await breakout,15
PRECWIRE,Precision Wires India Limited,Industrials,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,1034.6,1002.85,3.17,-0.016,0.48,6,WATCH — await breakout,40
PRECWIRE,Precision Wires India Limited,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1002.85,1002.85,0.0,-0.017,1.09,6,WATCH — await breakout,15
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,593.85,573.5,3.55,-0.017,0.5,6,WATCH — await breakout,60
SILINV,SIL Investments Limited,Financial Services,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,79.79,77.71,2.68,-0.018,0.86,6,WATCH — await breakout,60
THERMAX,Thermax Limited,Industrials,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,453.55,432.65,4.83,-0.018,0.81,6,WATCH — await breakout,60
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,361.55,342.45,5.58,-0.023,1.73,6,WATCH — await breakout,120
PROZONER,Prozone Realty Limited,Real Estate,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,3249.0,3249.0,0.0,-0.026,0.97,6,WATCH — await breakout,60
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,3249.0,3249.0,0.0,-0.026,0.97,6,WATCH — await breakout,60
PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,3249.0,3249.0,0.0,-0.026,0.97,6,WATCH — await breakout,60
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,3249.0,3249.0,0.0,-0.026,0.97,6,WATCH — await breakout,60
TDPOWERSYS,TD Power Systems Limited,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1724.5,1711.5,0.76,-0.027,0.58,6,WATCH — await breakout,20
PRECWIRE,Precision Wires India Limited,Industrials,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,846.98,1002.85,-15.54,-0.028,0.48,6,WATCH — await breakout,60
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,522.75,573.5,-8.85,-0.028,0.5,6,WATCH — await breakout,60
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,2015.85,2043.2,-1.34,-0.034,0.57,6,WATCH — await breakout,80
ASPINWALL,Aspinwall and Company Limited,Consumer Defensive,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,631.73,731.0,-13.58,-0.04,0.07,6,WATCH — await breakout,60
TDPOWERSYS,TD Power Systems Limited,Industrials,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,1846.7,1711.5,7.9,-0.04,0.15,6,WATCH — await breakout,60
TRENT,Trent Limited,Consumer Cyclical,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,28.97,26.5,9.32,-0.045,0.27,6,WATCH — await breakout,60
THEMISMED,Themis Medicare Limited,Healthcare,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,4278.4,3790.0,12.89,-0.06,1.19,6,WATCH — await breakout,40
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,4278.4,3790.0,12.89,-0.06,1.19,6,WATCH — await breakout,40
TRENT,Trent Limited,Consumer Cyclical,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,27.13,26.5,2.38,-0.061,0.39,6,WATCH — await breakout,15
GOCLCORP,GOCL Corporation Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,457.2,445.6,2.6,-0.062,0.31,6,WATCH — await breakout,15
SOTL,Savita Oil Technologies Limited,Basic Materials,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,802.0,802.0,0.0,-0.066,0.65,6,WATCH — await breakout,60
WAAREERTL,Waaree Renewable Technologies Limited,Utilities,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,-0.066,0.42,6,WATCH — await breakout,60
SJS,S.J.S. Enterprises Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,2358.4,2309.8,2.1,-0.111,0.41,6,WATCH — await breakout,20
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,2121.9,2043.2,3.85,-0.142,0.86,6,WATCH — await breakout,15
THEMISMED,Themis Medicare Limited,Healthcare,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,4210.6,3790.0,11.1,-0.211,1.5,6,WATCH — await breakout,15
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,4210.6,3790.0,11.1,-0.211,1.5,6,WATCH — await breakout,15
SILINV,SIL Investments Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,79.79,77.71,2.68,-0.24,0.72,6,WATCH — await breakout,20
SOTL,Savita Oil Technologies Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,802.0,802.0,0.0,-0.262,0.5,6,WATCH — await breakout,15
CHOICEIN,Choice International Limited,Financial Services,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1071.4,1062.45,0.84,-0.271,1.41,6,WATCH — await breakout,15
TPHQ,Teamo Productions HQ Limited,Industrials,Micro,CupHandle,Weekly,2026-04-23,Pattern Formed,4413.74,4145.0,6.48,0.791,0.94,5,WATCH — mixed,180
AARTIIND,Aarti Industries Limited,Basic Materials,Mid,DoubleBottom,Daily,2026-04-20,Pattern Formed,97.26,88.5,9.9,0.498,0.9,5,WATCH — mixed,40
STARTECK,Starteck Finance Limited,Financial Services,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,162.92,158.4,2.85,0.326,0.33,5,WATCH — mixed,15
STCINDIA,The State Trading Corporation of India Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,162.92,158.4,2.85,0.326,0.33,5,WATCH — mixed,15
BHEL,Bharat Heavy Electricals Limited,Industrials,Large,BullFlag,Daily,2026-04-23,Pattern Formed,338.96,338.96,0.0,0.303,0.64,5,WATCH — mixed,15
ASIANPAINT,Asian Paints Limited,Basic Materials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,5,WATCH — mixed,60
DIVGIITTS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,781.5,728.0,7.35,0.256,0.22,5,WATCH — mixed,60
BAJFINANCE,Bajaj Finance Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,175.52,185.5,-5.38,0.247,0.93,5,WATCH — mixed,40
ADOR,Ador Welding Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,78.78,78.39,0.5,0.246,0.18,5,WATCH — mixed,15
AYE,AYE FINANCE LIMITED,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,138.44,136.04,1.76,0.245,0.33,5,WATCH — mixed,15
AXISCADES,AXISCADES Technologies Limited,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,138.44,136.04,1.76,0.245,0.33,5,WATCH — mixed,15
THERMAX,Thermax Limited,Industrials,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,3959.2,3790.0,4.46,0.245,1.19,5,WATCH — mixed,60
SONATSOFTW,Sonata Software Limited,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,221.54,238.63,-7.16,0.228,0.34,5,WATCH — mixed,60
PATELRMART,PATEL RETAIL LIMITED,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-20,Pattern Formed,765.9,817.65,-6.33,0.227,1.19,5,WATCH — mixed,40
PASUPTAC,Pasupati Acrylon Limited,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-20,Pattern Formed,765.9,817.65,-6.33,0.227,1.19,5,WATCH — mixed,40
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,490.4,418.1,17.29,0.219,0.34,5,WATCH — mixed,60
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,45.3,47.5,-4.63,0.192,0.5,5,WATCH — mixed,60
ARFIN,Arfin India Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,260.89,258.22,1.03,0.188,0.22,5,WATCH — mixed,15
ECLERX,eClerx Services Limited,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,278.95,207.46,34.46,0.186,1.86,5,WATCH — mixed,60
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,8167.0,7062.0,15.65,0.184,1.03,5,WATCH — mixed,60
DELHIVERY,Delhivery Limited,Industrials,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,313.1,432.25,-27.57,0.181,0.8,5,WATCH — mixed,40
ARSSBL,ANAND RATHI SH N STK BR L,Financial Services,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,73.09,71.2,2.65,0.176,0.24,5,WATCH — mixed,60
AFSL,Abans Financial Services Limited,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,5,WATCH — mixed,100
AFCONS,AFCONS INFRASTRUCTURE LTD,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,5,WATCH — mixed,100
AFFLE,Affle 3i Limited,Communication Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,5,WATCH — mixed,100
ATALREAL,Atal Realtech Limited,Industrials,Micro,DoubleBottom,Weekly,2026-04-20,Pattern Formed,27.39,26.09,4.98,0.167,1.29,5,WATCH — mixed,40
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,260.88,242.79,7.45,0.166,0.4,5,WATCH — mixed,60
DRCSYSTEMS,DRC Systems India Limited,Technology,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,9.93,9.93,-0.0,0.156,0.7,5,WATCH — mixed,15
STARTECK,Starteck Finance Limited,Financial Services,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,118.3,158.4,-25.32,0.152,0.43,5,WATCH — mixed,40
STCINDIA,The State Trading Corporation of India Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,118.3,158.4,-25.32,0.152,0.43,5,WATCH — mixed,40
PGEL,PG Electroplast Limited,Technology,Mid,BullFlag,Daily,2026-04-23,Pattern Formed,471.1,469.7,0.3,0.151,1.0,5,WATCH — mixed,15
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,Mid,DoubleBottom,Weekly,2026-04-20,Pattern Formed,1192.0,1268.6,-6.04,0.15,0.42,5,WATCH — mixed,40
AFSL,Abans Financial Services Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,5,WATCH — mixed,15
AFCONS,AFCONS INFRASTRUCTURE LTD,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,5,WATCH — mixed,15
AFFLE,Affle 3i Limited,Communication Services,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,5,WATCH — mixed,15
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,453.55,432.65,4.83,0.147,0.81,5,WATCH — mixed,100
ADOR,Ador Welding Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,70.77,78.39,-9.72,0.146,0.15,5,WATCH — mixed,60
AVALON,Avalon Technologies Limited,Technology,Mid,DoubleBottom,Daily,2026-04-20,Pattern Formed,1029.65,1055.85,-2.48,0.145,1.02,5,WATCH — mixed,40
EPACKPEB,EPACK PREFAB TECHN LTD,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,3234.9,3234.9,0.0,0.145,0.72,5,WATCH — mixed,15
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,3515.8,3462.6,1.54,0.144,0.69,5,WATCH — mixed,15
DRCSYSTEMS,DRC Systems India Limited,Technology,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,9.86,9.93,-0.7,0.139,0.76,5,WATCH — mixed,60
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,47.5,47.5,0.0,0.129,0.76,5,WATCH — mixed,15
DELHIVERY,Delhivery Limited,Industrials,Large,BullFlag,Daily,2026-04-23,Pattern Formed,432.25,432.25,0.0,0.126,0.93,5,WATCH — mixed,15
EMUDHRA,eMudhra Limited,Technology,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,258.2,237.0,8.95,0.125,0.34,5,WATCH — mixed,60
WILLAMAGOR,Williamson Magor & Co. Limited,Financial Services,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,544.35,479.5,13.52,0.123,2.57,5,WATCH — mixed,60
NECLIFE,Nectar Lifesciences Limited,Healthcare,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,36.29,35.7,1.65,0.122,0.77,5,WATCH — mixed,15
ARSSBL,ANAND RATHI SH N STK BR L,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,84.41,71.2,18.55,0.116,0.24,5,WATCH — mixed,60
SKFINDUS,SKF IND (INDUSTRIAL) LTD,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,423.35,410.35,3.17,0.113,0.75,5,WATCH — mixed,15
STYLAMIND,Stylam Industries Limited,Consumer Cyclical,Small,FlatBase,Weekly,2026-04-20,Pattern Formed,2243.6,2242.8,0.04,0.109,0.55,5,WATCH — mixed,40
ASTRAL,Astral Limited,Industrials,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,740.6,731.0,1.31,0.108,0.26,5,WATCH — mixed,15
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2995.6,3462.6,-13.49,0.107,0.39,5,WATCH — mixed,40
TPHQ,Teamo Productions HQ Limited,Industrials,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,4446.0,4145.0,7.26,0.106,0.94,5,WATCH — mixed,60
WAKEFIT,WAKEFIT INNOVATIONS LTD,Consumer Cyclical,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,1266.65,1460.9,-13.3,0.105,0.42,5,WATCH — mixed,80
FORCEMOT,Force Motors Limited,Consumer Cyclical,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,488.9,440.9,10.89,0.104,0.22,5,WATCH — mixed,100
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,672.95,652.05,3.21,0.1,0.13,5,WATCH — mixed,60
FORCEMOT,Force Motors Limited,Consumer Cyclical,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,444.7,440.9,0.86,0.099,0.59,5,WATCH — mixed,20
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,17.64,16.1,9.57,0.095,0.55,5,WATCH — mixed,60
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,8069.25,7062.0,14.26,0.093,1.03,5,WATCH — mixed,120
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,BullFlag,Daily,2026-04-23,Pattern Formed,400.55,398.95,0.4,0.092,1.08,5,WATCH — mixed,15
BSOFT,Birlasoft Limited,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1001.8,1161.65,-13.76,0.09,0.45,5,WATCH — mixed,40
PGEL,PG Electroplast Limited,Technology,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,428.85,469.7,-8.7,0.088,0.53,5,WATCH — mixed,40
AVALON,Avalon Technologies Limited,Technology,Mid,FlatBase,Daily,2026-04-20,Pattern Formed,1055.85,1055.85,0.0,0.087,1.02,5,WATCH — mixed,40
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,524.38,505.45,3.75,0.086,0.45,5,WATCH — mixed,60
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1770.2,1546.2,14.49,0.085,0.71,5,WATCH — mixed,60
WAKEFIT,WAKEFIT INNOVATIONS LTD,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1279.5,1460.9,-12.42,0.085,0.42,5,WATCH — mixed,40
SIGNPOST,Signpost India Limited,Communication Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,475.0,475.0,0.0,0.082,1.05,5,WATCH — mixed,15
WILLAMAGOR,Williamson Magor & Co. Limited,Financial Services,Micro,FlatBase,Weekly,2026-04-23,Pattern Formed,484.5,479.5,1.04,0.078,2.57,5,WATCH — mixed,40
NECLIFE,Nectar Lifesciences Limited,Healthcare,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,40.21,35.7,12.63,0.077,0.59,5,WATCH — mixed,60
BHEL,Bharat Heavy Electricals Limited,Industrials,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,267.85,338.96,-20.98,0.076,0.64,5,WATCH — mixed,40
ARSSBL,ANAND RATHI SH N STK BR L,Financial Services,Small,DoubleBottom,Daily,2026-04-20,Pattern Formed,351.0,375.05,-6.41,0.075,0.57,5,WATCH — mixed,40
BHEL,Bharat Heavy Electricals Limited,Industrials,Large,InverseHS,Daily,2026-04-23,Pattern Formed,288.12,338.96,-15.0,0.073,0.64,5,WATCH — mixed,120
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,1463.0,1420.4,3.0,0.067,0.29,5,WATCH — mixed,40
COFORGE,Coforge Limited,Technology,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,1438.25,1595.4,-9.85,0.066,0.76,5,WATCH — mixed,60
SKFINDUS,SKF IND (INDUSTRIAL) LTD,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,354.3,410.35,-13.66,0.066,0.61,5,WATCH — mixed,40
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,640.6,652.05,-1.76,0.066,0.13,5,WATCH — mixed,60
SJVN,SJVN Limited,Utilities,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1875.4,1726.7,8.61,0.065,0.29,5,WATCH — mixed,100
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1875.4,1726.7,8.61,0.065,0.29,5,WATCH — mixed,100
SKIPPER,Skipper Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1875.4,1726.7,8.61,0.065,0.29,5,WATCH — mixed,100
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1875.4,1726.7,8.61,0.065,0.29,5,WATCH — mixed,100
DELHIVERY,Delhivery Limited,Industrials,Large,InverseHS,Daily,2026-04-23,Pattern Formed,220.23,432.25,-49.05,0.064,0.8,5,WATCH — mixed,80
SJVN,SJVN Limited,Utilities,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,1751.1,1726.7,1.41,0.064,0.69,5,WATCH — mixed,15
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1751.1,1726.7,1.41,0.064,0.69,5,WATCH — mixed,15
SKIPPER,Skipper Limited,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1751.1,1726.7,1.41,0.064,0.69,5,WATCH — mixed,15
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1751.1,1726.7,1.41,0.064,0.69,5,WATCH — mixed,15
VIDYAWIRES,VIDYA WIRES LIMITED,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,215.03,227.48,-5.47,0.064,0.9,5,WATCH — mixed,120
VIDYAWIRES,VIDYA WIRES LIMITED,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,195.04,227.48,-14.26,0.064,0.9,5,WATCH — mixed,40
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,419.52,418.1,0.34,0.062,0.34,5,WATCH — mixed,60
COFORGE,Coforge Limited,Technology,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,1595.4,1595.4,-0.0,0.059,1.06,5,WATCH — mixed,15
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,InverseHS,Daily,2026-04-23,Pattern Formed,373.75,398.95,-6.32,0.058,1.08,5,WATCH — mixed,120
COROMANDEL,Coromandel International Limited,Basic Materials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1650.5,1652.7,-0.13,0.056,1.13,5,WATCH — mixed,40
TBOTEK,TBO TEK LIMITED,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.054,0.44,5,WATCH — mixed,40
WAKEFIT,WAKEFIT INNOVATIONS LTD,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,0.054,0.28,5,WATCH — mixed,15
DODLA,Dodla Dairy Limited,Consumer Defensive,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,457.7,457.7,-0.0,0.052,0.83,5,WATCH — mixed,15
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,171.57,185.34,-7.43,0.049,0.26,5,WATCH — mixed,40
STARTECK,Starteck Finance Limited,Financial Services,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,123.06,158.4,-22.31,0.049,0.43,5,WATCH — mixed,60
STCINDIA,The State Trading Corporation of India Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,123.06,158.4,-22.31,0.049,0.43,5,WATCH — mixed,60
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Large,FlatBase,Daily,2026-04-23,Pattern Formed,1463.0,1420.4,3.0,0.047,0.29,5,WATCH — mixed,40
ASIANPAINT,Asian Paints Limited,Basic Materials,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,296.8,315.67,-5.98,0.046,0.85,5,WATCH — mixed,60
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,1667.85,1546.2,7.87,0.045,0.71,5,WATCH — mixed,60
BAJFINANCE,Bajaj Finance Limited,Financial Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,174.19,185.5,-6.1,0.044,0.93,5,WATCH — mixed,180
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,45.49,47.5,-4.23,0.042,0.5,5,WATCH — mixed,40
DODLA,Dodla Dairy Limited,Consumer Defensive,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,407.05,457.7,-11.07,0.041,0.69,5,WATCH — mixed,40
FIEMIND,Fiem Industries Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,2275.2,2249.5,1.14,0.041,0.45,5,WATCH — mixed,15
FEDDERSHOL,Fedders Holding Limited,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,2275.2,2249.5,1.14,0.041,0.45,5,WATCH — mixed,15
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,648.4,580.7,11.66,0.04,0.6,5,WATCH — mixed,60
DRCSYSTEMS,DRC Systems India Limited,Technology,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,8.63,9.93,-13.09,0.039,0.76,5,WATCH — mixed,60
STYLAMIND,Stylam Industries Limited,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-20,Pattern Formed,2243.6,2242.8,0.04,0.039,0.54,5,WATCH — mixed,30
TIPSMUSIC,Tips Music Limited,Communication Services,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,85.78,89.6,-4.26,0.039,0.3,5,WATCH — mixed,40
DODLA,Dodla Dairy Limited,Consumer Defensive,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,419.12,457.7,-8.43,0.038,0.69,5,WATCH — mixed,80
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,639.62,691.0,-7.44,0.038,0.68,5,WATCH — mixed,60
ASTRAL,Astral Limited,Industrials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,623.5,731.0,-14.71,0.037,0.07,5,WATCH — mixed,40
STEL,STEL Holdings Limited,Financial Services,Small,BullFlag,Daily,2026-04-23,Pattern Formed,10.42,10.38,0.39,0.037,0.67,5,WATCH — mixed,15
ADOR,Ador Welding Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,73.82,78.39,-5.83,0.036,0.15,5,WATCH — mixed,40
COROMANDEL,Coromandel International Limited,Basic Materials,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,1698.3,1652.7,2.76,0.035,1.13,5,WATCH — mixed,60
